moment,network_hash,difficulty
'2011-08-14 11:00:00',12.84980605416226,1888787
'2011-08-15 11:00:00',12.930285006484779,1888787
'2011-08-16 11:00:00',12.760278703633881,1805701
'2011-08-17 11:00:00',12.686957085642906,1805701
'2011-08-18 11:00:00',12.39210212684578,1805701
'2011-08-19 11:00:00',12.40102955866123,1805701
'2011-08-20 11:00:00',12.323735301864,1805701
'2011-08-21 11:00:00',12.529139854528665,1805701
'2011-08-22 11:00:00',12.810303099558768,1805701
'2011-08-23 11:00:00',13.32322814859015,1805701
'2011-08-24 11:00:00',13.425813158396425,1805701
'2011-08-25 11:00:00',13.400166905944856,1805701
'2011-08-26 11:00:00',13.284758769912797,1805701
'2011-08-27 11:00:00',13.489928789525349,1805701
'2011-08-28 11:00:00',13.105235002751812,1805701
'2011-08-29 11:00:00',12.54101744881729,1805701
'2011-08-30 11:00:00',12.143500535817969,1805701
'2011-08-31 11:00:00',11.999137289758451,1777774
'2011-09-01 11:00:00',12.23768292642968,1777774
'2011-09-02 11:00:00',12.135160544461668,1777774
'2011-09-03 11:00:00',12.21963034375206,1777774
'2011-09-04 11:00:00',12.485805459589065,1777774
'2011-09-05 11:00:00',12.69004649368278,1777774
'2011-09-06 11:00:00',12.889924429005234,1777774
'2011-09-07 11:00:00',12.95304844677705,1777774
'2011-09-08 11:00:00',12.713177179244145,1777774
'2011-09-09 11:00:00',12.713177179244143,1777774
'2011-09-10 11:00:00',12.687927572135418,1777774
'2011-09-11 11:00:00',12.536429929483054,1777774
'2011-09-12 11:00:00',12.422806697493781,1777774
'2011-09-13 11:00:00',12.132436215743416,1777774
'2011-09-14 11:00:00',11.996276066059107,1755425
'2011-09-15 11:00:00',12.099352341155733,1755425
'2011-09-16 11:00:00',12.415463169796606,1755425
'2011-09-17 11:00:00',11.954708473522686,1755425
'2011-09-18 11:00:00',11.946066044885956,1755425
'2011-09-19 11:00:00',12.337608273477027,1755425
'2011-09-20 11:00:00',12.241703194775706,1755425
'2011-09-21 12:00:00',12.216771009042963,1755425
'2011-09-22 12:00:00',12.216771009042962,1755425
'2011-09-23 12:00:00',12.117042266112,1755425
'2011-09-24 12:00:00',12.291567566241186,1755425
'2011-09-25 12:00:00',12.229237101909334,1755425
'2011-09-26 12:00:00',11.967449151715558,1755425
'2011-09-27 12:00:00',12.054711801780147,1755425
'2011-09-28 12:00:00',11.90502652454381,1689334
'2011-09-29 12:00:00',11.848499187378252,1689334
'2011-09-30 12:00:00',11.503111168771524,1689334
'2011-10-01 12:00:00',11.308724293745561,1689334
'2011-10-02 12:00:00',11.416133536088584,1689334
'2011-10-03 12:00:00',11.159885539792214,1689334
'2011-10-04 12:00:00',11.228957817413242,1689334
'2011-10-05 12:00:00',10.97702607150974,1689334
'2011-10-06 12:00:00',10.953032571899884,1689334
'2011-10-07 12:00:00',10.989022821314668,1689334
'2011-10-08 12:00:00',11.180970818193527,1689334
'2011-10-09 12:00:00',10.89304882287524,1689334
'2011-10-10 12:00:00',10.965029321704813,1689334
'2011-10-11 12:00:00',10.701100825996381,1689334
'2011-10-12 12:00:00',10.473162579702736,1689334
'2011-10-13 12:00:00',10.173243834579521,1689334
'2011-10-14 12:00:00',9.80134459062673,1689334
'2011-10-15 12:00:00',9.595054165449929,1468195
'2011-10-16 12:00:00',9.56457029419615,1468195
'2011-10-17 12:00:00',9.281717347391066,1468195
'2011-10-18 12:00:00',9.036425061331574,1468195
'2011-10-19 12:00:00',9.17188794636819,1468195
'2011-10-20 12:00:00',9.118980986835357,1468195
'2011-10-21 12:00:00',9.154325180281635,1468195
'2011-10-22 12:00:00',8.966651087747389,1468195
'2011-10-23 12:00:00',8.591302902678892,1468195
'2011-10-24 12:00:00',8.476613179463518,1468195
'2011-10-25 12:00:00',8.570450225730642,1468195
'2011-10-26 12:00:00',8.664287271997766,1468195
'2011-10-27 12:00:00',8.497465856411768,1468195
'2011-10-28 12:00:00',8.341070779299896,1468195
'2011-10-29 12:00:00',8.174249363713896,1468195
'2011-10-30 12:00:00',8.33064444082577,1468195
'2011-10-31 12:00:00',8.361923456248146,1468195
'2011-11-01 12:00:00',8.157349768131537,1203462
'2011-11-02 12:00:00',8.094303973019715,1203462
'2011-11-03 12:00:00',8.190559622745397,1203462
'2011-11-04 12:00:00',8.216218998708147,1203462
'2011-11-05 12:00:00',8.377766289614318,1203462
'2011-11-06 12:00:00',8.447356526940487,1203462
'2011-11-07 12:00:00',8.5207067496409,1203462
'2011-11-08 12:00:00',8.529253095427903,1203462
'2011-11-09 12:00:00',8.520706749640901,1203462
'2011-11-10 12:00:00',8.580531170149913,1203462
'2011-11-11 12:00:00',8.717272702741942,1203462
'2011-11-12 12:00:00',8.47797502070589,1203462
'2011-11-13 12:00:00',8.452335983344884,1203462
'2011-11-14 12:00:00',8.452335983344884,1203462
'2011-11-15 12:00:00',8.535211737621998,1192498
'2011-11-16 12:00:00',8.659106290160288,1192498
'2011-11-17 12:00:00',8.426390134199725,1192498
'2011-11-18 12:00:00',8.39847483518651,1192498
'2011-11-19 12:00:00',8.507768231676371,1192498
'2011-11-20 12:00:00',8.327264476259908,1192498
'2011-11-21 12:00:00',8.307584081093,1192498
'2011-11-22 12:00:00',8.095871948547305,1192498
'2011-11-23 12:00:00',7.884159816001612,1192498
'2011-11-24 12:00:00',7.8756913306997856,1192498
'2011-11-25 12:00:00',7.655510712852264,1192498
'2011-11-26 12:00:00',7.672447683455919,1192498
'2011-11-27 12:00:00',7.647042227550436,1192498
'2011-11-28 12:00:00',7.401456153797432,1192498
'2011-11-29 12:00:00',7.477672521513881,1192498
'2011-11-30 12:00:00',7.360988940688066,1090716
'2011-12-01 12:00:00',7.481012682356704,1090716
'2011-12-02 12:00:00',7.9337882909332995,1090716
'2011-12-03 12:00:00',7.921412606844451,1090716
'2011-12-04 12:00:00',8.082538304953891,1090716
'2011-12-05 12:00:00',8.170543974418639,1090716
'2011-12-06 12:00:00',8.318864378086158,1090716
'2011-12-07 12:00:00',8.574471942775954,1090716
'2011-12-08 12:00:00',8.388575532092466,1090716
'2011-12-09 12:00:00',8.249153224079848,1090716
'2011-12-10 12:00:00',8.256898907858325,1090716
'2011-12-11 12:00:00',8.194933437630498,1090716
'2011-12-12 12:00:00',8.318864378086156,1090716
'2011-12-13 12:00:00',8.136759312855583,1155038
'2011-12-14 12:00:00',7.894972680227975,1155038
'2011-12-15 12:00:00',8.081045363527572,1155038
'2011-12-16 12:00:00',7.729429230456551,1155038
'2011-12-17 12:00:00',7.558704507687497,1155038
'2011-12-18 12:00:00',7.673695695282306,1155038
'2011-12-19 12:00:00',7.677506626581455,1155038
'2011-12-20 12:00:00',7.93998548560988,1155038
'2011-12-21 12:00:00',7.956390414299158,1155038
'2011-12-22 12:00:00',7.923580556920606,1155038
'2011-12-23 12:00:00',8.218869273327584,1155038
'2011-12-24 12:00:00',8.415728417598903,1155038
'2011-12-25 12:00:00',8.374716095875714,1155038
'2011-12-26 12:00:00',8.620790026214861,1155038
'2011-12-27 12:00:00',8.774582174188389,1159929
'2011-12-28 12:00:00',8.869845606932264,1159929
'2011-12-29 12:00:00',8.924444050708319,1159929
'2011-12-30 12:00:00',8.847212599286033,1159929
'2011-12-31 12:00:00',8.852144724412275,1159929
'2012-01-01 12:00:00',8.906604235086181,1159929
'2012-01-02 12:00:00',8.739666675005928,1159929
'2012-01-03 12:00:00',8.525499536881373,1159929
'2012-01-04 12:00:00',8.640820303563824,1159929
'2012-01-05 12:00:00',8.591397117842773,1159929
'2012-01-06 12:00:00',8.66553189642435,1159929
'2012-01-07 12:00:00',8.904410627409433,1159929
'2012-01-08 12:00:00',9.176238148875216,1159929
'2012-01-09 12:00:00',9.363748247229955,1250758
'2012-01-10 12:00:00',9.576614957599533,1250758
'2012-01-11 12:00:00',9.519293101194487,1250758
'2012-01-12 12:00:00',9.650929822285045,1250758
'2012-01-13 12:00:00',9.816805372164932,1250758
'2012-01-14 12:00:00',9.651754927543292,1250758
'2012-01-15 12:00:00',9.468443081604253,1250758
'2012-01-16 12:00:00',9.255269879016542,1250758
'2012-01-17 12:00:00',9.35297426353591,1250758
'2012-01-18 12:00:00',9.495089731927719,1250758
'2012-01-19 12:00:00',9.273034312565516,1250758
'2012-01-20 12:00:00',9.228623228693076,1250758
'2012-01-21 12:00:00',9.281916529340005,1250758
'2012-01-22 12:00:00',9.397385347408349,1250758
'2012-01-23 12:00:00',9.425760295980428,1307728
'2012-01-24 12:00:00',9.450126210727417,1307728
'2012-01-25 12:00:00',9.346481619422518,1307728
'2012-01-26 12:00:00',9.584002400769192,1307728
'2012-01-27 12:00:00',9.533246539531108,1307728
'2012-01-28 12:00:00',9.54587990745478,1307728
'2012-01-29 12:00:00',9.44466273963057,1307728
'2012-01-30 12:00:00',9.73255314762324,1307728
'2012-01-31 12:00:00',9.751126722332446,1307728
'2012-02-01 12:00:00',9.853281383233071,1307728
'2012-02-02 12:00:00',9.788273871750857,1307728
'2012-02-03 12:00:00',9.983296406197502,1307728
'2012-02-04 12:00:00',10.141171791225743,1307728
'2012-02-05 12:00:00',10.33279791410875,1379647
'2012-02-06 12:00:00',10.173151948696843,1379647
'2012-02-07 12:00:00',10.006262117576899,1379647
'2012-02-08 12:00:00',9.955503948362011,1379647
'2012-02-09 12:00:00',10.066707007468496,1379647
'2012-02-10 12:00:00',10.01074789419214,1379647
'2012-02-11 12:00:00',9.895492943906676,1379647
'2012-02-12 12:00:00',9.826910319542966,1379647
'2012-02-13 12:00:00',9.983670603802874,1379647
'2012-02-14 12:00:00',9.895492943906676,1379647
'2012-02-15 12:00:00',9.905290461672921,1379647
'2012-02-16 12:00:00',9.797517766244235,1379647
'2012-02-17 12:00:00',9.728935141880523,1379647
'2012-02-18 12:00:00',9.866100390607942,1379647
'2012-02-19 12:00:00',10.067786260030957,1376302
'2012-02-20 12:00:00',10.06403306365925,1376302
'2012-02-21 12:00:00',10.09009999991976,1376302
'2012-02-22 12:00:00',9.998858021466916,1376302
'2012-02-23 12:00:00',10.240019014843897,1376302
'2012-02-24 12:00:00',10.5104062806677,1376302
'2012-02-25 12:00:00',10.477474320664003,1376302
'2012-02-26 12:00:00',10.418831740511033,1376302
'2012-02-27 12:00:00',10.340641633640406,1376302
'2012-02-28 12:00:00',10.477474320664003,1376302
'2012-02-29 12:00:00',10.780460984787682,1376302
'2012-03-01 12:00:00',10.975936251964251,1376302
'2012-03-02 12:00:00',10.829329801581824,1376302
'2012-03-03 12:00:00',10.797559172897213,1496979
'2012-03-04 12:00:00',10.386162641311671,1496979
'2012-03-05 12:00:00',10.376510490576758,1496979
'2012-03-06 12:00:00',10.412809263229265,1496979
'2012-03-07 12:00:00',10.30541947890607,1496979
'2012-03-08 12:00:00',10.193050891513446,1496979
'2012-03-09 12:00:00',10.3756091723737,1496979
'2012-03-10 12:00:00',10.737054573870324,1496979
'2012-03-11 12:00:00',11.289853423218103,1496979
'2012-03-12 12:00:00',11.257961181909577,1496979
'2012-03-13 12:00:00',11.48120687106926,1496979
'2012-03-14 12:00:00',11.72571405443462,1496979
'2012-03-15 12:00:00',11.54499135368631,1496979
'2012-03-16 12:00:00',11.172915205086841,1496979
'2012-03-17 12:00:00',11.014882778215375,1498294
'2012-03-18 12:00:00',11.069624046697543,1498294
'2012-03-19 12:00:00',11.347517620047157,1498294
'2012-03-20 12:00:00',11.104345832060721,1498294
'2012-03-21 12:00:00',11.105839980736446,1498294
'2012-03-22 12:00:00',11.330561141713405,1498294
'2012-03-23 12:00:00',11.725374256335837,1498294
'2012-03-24 12:00:00',11.438091946970076,1498294
'2012-03-25 12:00:00',11.587053144418988,1498294
'2012-03-26 11:00:00',11.555132887822792,1498294
'2012-03-27 11:00:00',11.640253572079313,1498294
'2012-03-28 11:00:00',11.59769322995105,1498294
'2012-03-29 11:00:00',11.51257254569453,1498294
'2012-03-30 11:00:00',11.460117708165445,1626553
'2012-03-31 11:00:00',11.898307471456658,1626553
'2012-04-01 11:00:00',11.904186875480963,1626553
'2012-04-02 11:00:00',11.873923036083498,1626553
'2012-04-03 11:00:00',11.607175982290002,1626553
'2012-04-04 11:00:00',11.48359401502861,1626553
'2012-04-05 11:00:00',11.470056211357827,1626553
'2012-04-06 11:00:00',11.192834308968514,1626553
'2012-04-07 11:00:00',10.98491788217653,1626553
'2012-04-08 11:00:00',10.511330465594785,1626553
'2012-04-09 11:00:00',10.603737766391223,1626553
'2012-04-10 11:00:00',10.950265144377864,1626553
'2012-04-11 11:00:00',11.111977920771633,1626553
'2012-04-12 11:00:00',11.15818157116985,1626553
'2012-04-13 11:00:00',11.22982294654001,1577913
'2012-04-14 11:00:00',11.03717499355743,1577913
'2012-04-15 11:00:00',11.104671384616527,1577913
'2012-04-16 11:00:00',10.571022699395385,1577913
'2012-04-17 11:00:00',10.565414045905351,1577913
'2012-04-18 11:00:00',10.380172021211267,1577913
'2012-04-19 11:00:00',10.208207985913011,1577913
'2012-04-20 11:00:00',10.544372903122001,1577913
'2012-04-21 11:00:00',10.891743317571294,1577913
'2012-04-22 11:00:00',11.059825776175787,1577913
'2012-04-23 11:00:00',11.429607185105676,1577913
'2012-04-24 11:00:00',11.26152472650118,1577913
'2012-04-25 11:00:00',11.295141218222081,1577913
'2012-04-26 11:00:00',11.261524726501182,1577913
'2012-04-27 11:00:00',11.239113732020583,1577913
'2012-04-28 11:00:00',10.959749459039573,1508590
'2012-04-29 11:00:00',10.862509624091361,1508590
'2012-04-30 11:00:00',11.211403210912371,1508590
'2012-05-01 11:00:00',11.616324283934885,1508590
'2012-05-02 11:00:00',11.891210045101486,1508590
'2012-05-03 11:00:00',12.075092231166918,1508590
'2012-05-04 11:00:00',12.02021291016452,1508590
'2012-05-05 11:00:00',12.298756168332327,1508590
'2012-05-06 11:00:00',12.459454201890676,1508590
'2012-05-07 11:00:00',12.298756168332327,1508590
'2012-05-08 11:00:00',12.202337348197318,1508590
'2012-05-09 11:00:00',12.266616561620657,1508590
'2012-05-10 11:00:00',12.702817274994645,1733208
'2012-05-11 11:00:00',12.60861774854285,1733208
'2012-05-12 11:00:00',12.643881887150624,1733208
'2012-05-13 11:00:00',12.430242018754564,1733208
'2012-05-14 11:00:00',12.396441591934565,1733208
'2012-05-15 11:00:00',12.286053632119197,1733208
'2012-05-16 11:00:00',12.000611582732192,1733208
'2012-05-17 11:00:00',11.446737201990706,1733208
'2012-05-18 11:00:00',11.286729047554276,1733208
'2012-05-19 11:00:00',11.311345686698344,1733208
'2012-05-20 11:00:00',11.569820397711037,1733208
'2012-05-21 11:00:00',11.54520375856697,1733208
'2012-05-22 11:00:00',11.38519560413054,1733208
'2012-05-23 11:00:00',11.200570810550047,1733208
'2012-05-24 11:00:00',11.311345686698344,1733208
'2012-05-25 11:00:00',11.295951460109709,1591075
'2012-05-26 11:00:00',10.878420098931567,1591075
'2012-05-27 11:00:00',10.648933761218183,1591075
'2012-05-28 11:00:00',10.746921373549498,1591075
'2012-05-29 11:00:00',10.800526385992871,1591075
'2012-05-30 11:00:00',10.808739445726408,1591075
'2012-05-31 11:00:00',10.688822545630137,1591075
'2012-06-01 11:00:00',10.835709113381927,1591075
'2012-06-02 11:00:00',11.185977082636194,1591075
'2012-06-03 11:00:00',11.389358484138668,1591075
'2012-06-04 11:00:00',11.321564683637844,1591075
'2012-06-05 11:00:00',11.468451251389629,1591075
'2012-06-06 11:00:00',11.70572955314252,1591075
'2012-06-07 11:00:00',11.954306821645547,1591075
'2012-06-08 11:00:00',11.957810628695992,1583178
'2012-06-09 11:00:00',11.825614674173563,1583178
'2012-06-10 11:00:00',11.940313579585885,1583178
'2012-06-11 11:00:00',12.077890819926525,1583178
'2012-06-12 11:00:00',11.900555078689157,1583178
'2012-06-13 11:00:00',11.993497254885343,1583178
'2012-06-14 11:00:00',11.951188311793533,1583178
'2012-06-15 11:00:00',12.142317381690516,1583178
'2012-06-16 11:00:00',12.344689338052023,1583178
'2012-06-17 11:00:00',12.176046041084101,1583178
'2012-06-18 11:00:00',12.153560268155044,1583178
'2012-06-19 11:00:00',12.547061294413533,1583178
'2012-06-20 11:00:00',12.445875316232778,1583178
'2012-06-21 11:00:00',12.537310362271397,1726567
'2012-06-22 11:00:00',12.45093766096105,1726567
'2012-06-23 11:00:00',12.355358617715295,1726567
'2012-06-24 11:00:00',12.612298360819432,1726567
'2012-06-25 11:00:00',12.374676774147414,1726567
'2012-06-26 11:00:00',12.295390087134624,1726567
'2012-06-27 11:00:00',12.469598427483186,1726567
'2012-06-28 11:00:00',12.690299284606782,1726567
'2012-06-29 11:00:00',12.70256044333587,1726567
'2012-06-30 11:00:00',12.80064971316858,1726567
'2012-07-01 11:00:00',12.40829263383774,1726567
'2012-07-02 11:00:00',12.543165379857715,1726567
'2012-07-03 11:00:00',12.518643062399539,1726567
'2012-07-04 11:00:00',12.653515808419515,1726567
'2012-07-05 11:00:00',12.520631941881552,1751455
'2012-07-06 11:00:00',12.631910802047756,1751455
'2012-07-07 11:00:00',12.769656134114419,1751455
'2012-07-08 11:00:00',13.215874588850577,1751455
'2012-07-09 11:00:00',13.377788755749545,1751455
'2012-07-10 11:00:00',13.541470335777863,1751455
'2012-07-11 11:00:00',13.445369945427169,1751455
'2012-07-12 11:00:00',13.246363544754795,1751455
'2012-07-13 11:00:00',13.320990945006935,1751455
'2012-07-14 11:00:00',13.420494145343119,1751455
'2012-07-15 11:00:00',13.358304645133003,1751455
'2012-07-16 11:00:00',13.196611944586701,1751455
'2012-07-17 11:00:00',13.034919244040399,1751455
'2012-07-18 11:00:00',13.448941891054337,1866391
'2012-07-19 11:00:00',13.8366509962616,1866391
'2012-07-20 11:00:00',13.760271415527024,1866391
'2012-07-21 11:00:00',13.694502619671297,1866391
'2012-07-22 11:00:00',13.560830824055303,1866391
'2012-07-23 11:00:00',13.873912529010427,1866391
'2012-07-24 11:00:00',13.877057633856692,1866391
'2012-07-25 11:00:00',13.731262376958483,1866391
'2012-07-26 11:00:00',13.79753294827585,1866391
'2012-07-27 11:00:00',14.248172833233948,1866391
'2012-07-28 11:00:00',14.645796261138154,1866391
'2012-07-29 11:00:00',14.804845632299832,1866391
'2012-07-30 11:00:00',14.95064088919804,1866391
'2012-07-31 11:00:00',15.627360744049023,2036671
'2012-08-01 11:00:00',15.37368411797125,2036671
'2012-08-02 11:00:00',15.191115014475148,2036671
'2012-08-03 11:00:00',15.337622797073823,2036671
'2012-08-04 11:00:00',15.321453495062594,2036671
'2012-08-05 11:00:00',15.549856937160898,2036671
'2012-08-06 11:00:00',15.360079908481707,2036671
'2012-08-07 11:00:00',14.83939923361792,2036671
'2012-08-08 11:00:00',15.331153204322607,2036671
'2012-08-09 11:00:00',15.793980470868195,2036671
'2012-08-10 11:00:00',15.866297231265944,2036671
'2012-08-11 11:00:00',15.779517118788647,2036671
'2012-08-12 11:00:00',15.953077343743242,2036671
'2012-08-13 11:00:00',16.4164510894858,2190866
'2012-08-14 11:00:00',16.8809198459463,2190866
'2012-08-15 11:00:00',16.951593064105147,2190866
'2012-08-16 11:00:00',17.14892320607974,2190866
'2012-08-17 11:00:00',17.086141223368845,2190866
'2012-08-18 11:00:00',16.9769123650119,2190866
'2012-08-19 11:00:00',16.896381998067646,2190866
'2012-08-20 11:00:00',17.25422434240978,2190866
'2012-08-21 11:00:00',17.472041421574556,2190866
'2012-08-22 11:00:00',17.720975226334303,2190866
'2012-08-23 11:00:00',17.549833235561977,2190866
'2012-08-24 11:00:00',17.720975226334303,2190866
'2012-08-25 11:00:00',17.876558854309142,2190866
'2012-08-26 11:00:00',17.9190822119968,2440643
'2012-08-27 11:00:00',18.18991430661765,2440643
'2012-08-28 11:00:00',17.99592034156284,2440643
'2012-08-29 11:00:00',17.921477614962374,2440643
'2012-08-30 11:00:00',18.406173536946902,2440643
'2012-08-31 11:00:00',18.50819415055474,2440643
'2012-09-01 11:00:00',18.63205688852047,2440643
'2012-09-02 11:00:00',19.030696245205093,2440643
'2012-09-03 11:00:00',18.77071405606295,2440643
'2012-09-04 11:00:00',18.97869980737666,2440643
'2012-09-05 11:00:00',19.013364099262283,2440643
'2012-09-06 11:00:00',19.221349850575997,2440643
'2012-09-07 11:00:00',19.82371891441946,2694048
'2012-09-08 11:00:00',20.611342941830042,2694048
'2012-09-09 11:00:00',20.59496296059465,2694048
'2012-09-10 11:00:00',20.794430246481166,2694048
'2012-09-11 11:00:00',20.9430373150707,2694048
'2012-09-12 11:00:00',21.06531450137779,2694048
'2012-09-13 11:00:00',20.91094067933639,2694048
'2012-09-14 11:00:00',20.126541257696143,2694048
'2012-09-15 11:00:00',20.011751098431716,2694048
'2012-09-16 11:00:00',19.992619405220978,2694048
'2012-09-17 11:00:00',20.030882791642455,2694048
'2012-09-18 11:00:00',20.375253269435735,2694048
'2012-09-19 12:00:00',20.796150520071965,2694048
'2012-09-20 12:00:00',20.69862210280562,2864141
'2012-09-21 12:00:00',21.303121649384867,2864141
'2012-09-22 12:00:00',21.641180265112467,2864141
'2012-09-23 12:00:00',22.079534122003725,2864141
'2012-09-24 12:00:00',22.212988797364908,2864141
'2012-09-25 12:00:00',22.11082360498859,2864141
'2012-09-26 12:00:00',21.74303566308845,2864141
'2012-09-27 12:00:00',21.722696060035986,2864141
'2012-09-28 12:00:00',21.9057524875082,2864141
'2012-09-29 12:00:00',21.68201685393105,2864141
'2012-09-30 12:00:00',21.9057524875082,2864141
'2012-10-01 12:00:00',21.92609209056067,2864141
'2012-10-02 12:00:00',21.478620823406366,2864141
'2012-10-03 12:00:00',21.620998044773643,2864141
'2012-10-04 12:00:00',21.658534865894215,3054628
'2012-10-05 12:00:00',21.225555342484885,3054628
'2012-10-06 12:00:00',20.96205632930312,3054628
'2012-10-07 12:00:00',20.907315749663262,3054628
'2012-10-08 12:00:00',20.38486139107469,3054628
'2012-10-09 12:00:00',21.581609949298862,3054628
'2012-10-10 12:00:00',21.692340214030903,3054628
'2012-10-11 12:00:00',22.039417657455395,3054628
'2012-10-12 12:00:00',22.191264038953616,3054628
'2012-10-13 12:00:00',22.473264461736015,3054628
'2012-10-14 12:00:00',22.3214180802378,3054628
'2012-10-15 12:00:00',22.364802760665864,3054628
'2012-10-16 12:00:00',22.169571698739585,3054628
'2012-10-17 12:00:00',22.47104839211886,3072322
'2012-10-18 12:00:00',22.337044787554554,3072322
'2012-10-19 12:00:00',22.768926828935395,3072322
'2012-10-20 12:00:00',22.48219726936205,3072322
'2012-10-21 12:00:00',22.718973902175303,3072322
'2012-10-22 12:00:00',23.47674366020137,3072322
'2012-10-23 12:00:00',23.236163154947256,3072322
'2012-10-24 12:00:00',22.69071331562924,3072322
'2012-10-25 12:00:00',23.12707318708365,3072322
'2012-10-26 12:00:00',22.821621277065564,3072322
'2012-10-27 12:00:00',23.476161084247178,3072322
'2012-10-28 12:00:00',23.847066974983424,3072322
'2012-10-29 12:00:00',23.956156942847027,3072322
'2012-10-30 12:00:00',24.238324463150057,3304356
'2012-10-31 12:00:00',24.757591179104498,3304356
'2012-11-01 12:00:00',24.60214787611935,3304356
'2012-11-02 12:00:00',24.696986023303616,3304356
'2012-11-03 12:00:00',24.452622964212843,3304356
'2012-11-04 12:00:00',24.06047729555727,3304356
'2012-11-05 12:00:00',24.122817098318343,3304356
'2012-11-06 12:00:00',24.169748649093286,3304356
'2012-11-07 12:00:00',23.98202244599353,3304356
'2012-11-08 12:00:00',24.287077526030625,3304356
'2012-11-09 12:00:00',24.685995707617604,3304356
'2012-11-10 12:00:00',24.897187686104825,3304356
'2012-11-11 12:00:00',24.85025613532989,3304356
'2012-11-12 12:00:00',24.615598381455197,3304356
'2012-11-13 12:00:00',24.018935133374498,3368767
'2012-11-14 12:00:00',24.200301773854125,3368767
'2012-11-15 12:00:00',23.93719091976203,3368767
'2012-11-16 12:00:00',23.577015075942942,3368767
'2012-11-17 12:00:00',23.479079474756592,3368767
'2012-11-18 12:00:00',23.449254136748998,3368767
'2012-11-19 12:00:00',23.492570600484193,3368767
'2012-11-20 12:00:00',23.827495232262994,3368767
'2012-11-21 12:00:00',23.994957548152392,3368767
'2012-11-22 12:00:00',24.21026624001019,3368767
'2012-11-23 12:00:00',24.401651743883786,3368767
'2012-11-24 12:00:00',24.832269127599382,3368767
'2012-11-25 12:00:00',25.09542419542558,3368767
'2012-11-26 12:00:00',25.09542419542558,3368767
'2012-11-27 12:00:00',25.4367827066776,3438909
'2012-11-28 12:00:00',25.534426338146012,3438909
'2012-11-29 12:00:00',26.098565207825175,3438909
'2012-11-30 12:00:00',26.707561786844998,3438909
'2012-12-01 12:00:00',25.86074453152329,3438909
'2012-12-02 12:00:00',26.32670009374254,3438909
'2012-12-03 12:00:00',26.326160417751037,3438909
'2012-12-04 12:00:00',26.081947426862815,3438909
'2012-12-05 12:00:00',25.202780659665187,3438909
'2012-12-06 12:00:00',23.981715705224044,3438909
'2012-12-07 12:00:00',23.273498031648185,3438909
'2012-12-08 12:00:00',23.371183228003478,3438909
'2012-12-09 12:00:00',22.662965554427615,3438909
'2012-12-10 12:00:00',22.24780346991762,3438909
'2012-12-11 12:00:00',22.08032533195955,3370182
'2012-12-12 12:00:00',22.791525898670407,3370182
'2012-12-13 12:00:00',22.923448162651187,3370182
'2012-12-14 12:00:00',22.712984176859752,3370182
'2012-12-15 12:00:00',22.099559669775605,3370182
'2012-12-16 12:00:00',21.505675836493374,3370182
'2012-12-17 12:00:00',21.085181409476352,3370182
'2012-12-18 12:00:00',20.869782280435164,3370182
'2012-12-19 12:00:00',20.41505078579265,3370182
'2012-12-20 12:00:00',20.702249624514234,3370182
'2012-12-21 12:00:00',20.103918710510936,3370182
'2012-12-22 12:00:00',20.582583441713577,3370182
'2012-12-23 12:00:00',21.468113194438466,3370182
'2012-12-24 12:00:00',21.73137879659992,3370182
'2012-12-25 12:00:00',21.683512323479654,3370182
'2012-12-26 12:00:00',21.659579086919518,3370182
'2012-12-27 12:00:00',21.519667786086025,2979637
'2012-12-28 12:00:00',22.283672589608255,2979637
'2012-12-29 12:00:00',22.8440899851692,2979637
'2012-12-30 12:00:00',22.229315141219363,2979637
'2012-12-31 12:00:00',22.821986100734375,2979637
'2013-01-01 12:00:00',23.00604634188416,2979637
'2013-01-02 12:00:00',23.46621165189694,2979637
'2013-01-03 12:00:00',23.445051857801456,2979637
'2013-01-04 12:00:00',23.57201062237439,2979637
'2013-01-05 12:00:00',23.23345391684657,2979637
'2013-01-06 12:00:00',23.169974534560108,2979637
'2013-01-07 12:00:00',22.725618858554842,2979637
'2013-01-08 12:00:00',22.937216799509724,2979637
'2013-01-09 12:00:00',22.578514282864862,3249550
'2013-01-10 12:00:00',22.341020195932973,3249550
'2013-01-11 12:00:00',22.305389692638027,3249550
'2013-01-12 12:00:00',21.767900164738357,3249550
'2013-01-13 12:00:00',21.59971102789524,3249550
'2013-01-14 12:00:00',21.600725010873678,3249550
'2013-01-15 12:00:00',21.668901466827172,3249550
'2013-01-16 12:00:00',21.391982598241526,3249550
'2013-01-17 12:00:00',21.415059170623664,3249550
'2013-01-18 12:00:00',20.584302564866707,3249550
'2013-01-19 12:00:00',20.67660885439526,3249550
'2013-01-20 12:00:00',21.415059170623664,3249550
'2013-01-21 12:00:00',21.34582945347725,3249550
'2013-01-22 12:00:00',20.76891514392381,3249550
'2013-01-23 12:00:00',21.299676308712975,3249550
'2013-01-24 12:00:00',20.933060229607623,2968775
'2013-01-25 12:00:00',21.66045533694375,2968775
'2013-01-26 12:00:00',21.7565142192193,2968775
'2013-01-27 12:00:00',21.491616714123516,2968775
'2013-01-28 12:00:00',21.67514365639924,2968775
'2013-01-29 12:00:00',21.728186822070857,2968775
'2013-01-30 12:00:00',21.736220356716363,2968775
'2013-01-31 12:00:00',22.30545212163522,2968775
'2013-02-01 12:00:00',23.085510466153654,2968775
